143,"适当,适应,妥当,合法,顺应,妥切,适宜,合意,伏贴,稳当,得当,适合,得体,妥帖,契合,正当,稳妥,稳健,相符,妥贴,体面,吻合,切合,符合,恰当,合适,妥善,安妥,停当"
146,"蕴涵,席卷,蕴含,包罗,囊括,蕴藏,包含,包括"
149,"向导,指引,教育,教诲,指导,引导,指点,指教,教导,指示"
152,"摄影,拍照,照相"
155,"就事,干事,管事,办事,服务,任事,供职,任职,做事,工作"
158,"给予,赏赐,予以,赐予,给与,恩赐,赋予,授予,赐与,付与"
161,"释放,开释"
164,"计划,斟酌,讨论,对象,计算,启发,琢磨,准备,咨议,谈判,预备,企图,探究,策动,筹备,商议,安排,谈论,接头,方案,洽商,参议,打算,商讨,策画,打定,谋略,切磋,咨询,盘算,设计,唆使,接洽,筹划,经营,动员,宗旨,商榷,计议,绸缪,筹谋,商洽,主意,考虑,商量,煽动,带头,阴谋,图谋,带动,筹办,探讨,商酌,磋议,主张,想法,磋商,目标,目的,筹议,争论,议论,协商,规划,筹商,方针,会商,鼓动,交涉,探求,主见,研究,妄图,策划,方向,谋划,发动,办法"
167,"机动,主动,踊跃,灵活,变通,积极,自动"
170,"成果,功效,功用,作用,效劳,生效,出力,效用,成就,收获,奏效,功能,成效,成绩,着力,收成,见效,效果,收效,效力"
173,"资本,资金,血本"
176,"范畴,范围,边界,控制,局部,天堑,限度,节制,周围,界限,畛域,领域,规模,部分,鸿沟,限制,限定,局限,界线"
179,"春风,东风"
182,"安家,立足,安居,存身,容身,安身,驻足,藏身"
185,"断定,拘泥,判断,肯定,决计,执意,决策,裁夺,坚定,武断,决定,保持,顽强,顽固,决断,坚决,执拗,毅然,果断,剖断,坚毅,刚毅,确定,断然,固执,决然,刚强,坚强,定夺,倔强,坚持,决意,决心,判定"
188,"货物,物品,货色,货品"
191,"检验,检修,检讨,搜查,教练,训练,检查,搜检,查验,锤炼,陶冶,查抄,锻炼,磨练,考验,锻练,熬炼,反省"
194,"构筑,修理,修建,建设,修筑,建造,建筑"
197,"入口,进口"
200,"成果,功效,功用,后果,结果,效劳,恶果,出力,效用,成就,服从,效率,成效,成绩,效果,效能,效力"
203,"跟着,随着"
206,"胜利,成功,顺手,获胜,凯旋,告捷,顺畅,得胜,顺遂,顺利"
209,"资产,财产,家当,产业,家产,财富,工业,物业"
212,"自身,本身,自己"
215,"标准,准绳,尺度,准则,规范"
218,"书记,通告,文书,公告,尺书,尺牍,文牍,告示,函牍,布告,尺简,文告"
221,"冻结,截止,截至,住手,停留,停顿,中断,间断,停止,中止,封存"
224,"硬化,牢固,坚硬,坚固,强硬,坚实"
227,"作甚,何为"
230,"戎行,部队,步队,队列,行列,队伍,军队"
233,"气吞山河,浩浩汤汤,气壮山河,浩浩荡荡,波涛汹涌,波澜壮阔,大张旗鼓,叱咤风云,汹涌澎湃,声势浩大,气势磅礴,轰轰烈烈,汪洋大海,大张声势"
236,"教唆,向导,辅导,启发,头头,引导,提醒,教导,率领,指使,头子,头领,指导,指派,指点,指示,携带,指引,首领,领导,带领,批示,头目,指挥,唆使,劝导,开导,诱导,主脑"
239,"宣扬,传播,传扬,煽动,宣称,散播,鼓动,张扬,传布,散布,漫衍,流传,鼓吹,宣传,撒播,分布,扬言,声张,撒布"
242,"用具,器材,器械,对象,器具,偏向,东西,标的,方向,目标,目的,工具,倾向,宗旨"
245,"风波,风浪"
248,"泾渭分明,耿耿于怀,铭心刻骨,一清二楚,黑白分明,念兹在兹,言犹在耳,铭心镂骨,牵肠挂肚,记忆犹新,历历在目,历历可数,念念不忘,刻骨铭心"
251,"没收,充公"
254,"富饶,富裕,富贵,昌盛,富强,强大,发达,富足,阔绰,肥沃,阔气,宽裕,充实,丰富,膏腴,富有,余裕,宽绰,充裕,豪阔,裕如,饶沃"
256,"当时,其时"
259,"老人,白叟,老头,老翁"
262,"穷苦,困窘,困顿,贫瘠,痛苦,疾苦,贫苦,清贫,拮据,困穷,窘蹙,贫窭,贫困,贫乏,穷困,贫寒,窘困,穷乏,贫贱,缺乏,窘迫,贫穷,困苦"
265,"心坎,内心,里面,心里,核心,中央,内部,中枢"
268,"追逐,追赶"
271,"恣意,痴狂,放手,放肆,任性,肆意,高傲,狂妄,浪漫,跋扈,猖獗,恣肆,纵脱,嚣张,荒诞,大力,放浪,猖狂,狂热,落拓,豪恣,放恣,纵容,放荡,怂恿,放任,狂放,大肆,姑息,骄横,汗漫,傲慢,放纵,疯狂,任意,骄傲,专横"
274,"里面,内部,内里"
277,"遴选,提拔,拣选,抉择,选用,拔取,采选,选择,采用,挑选,选拔,选取,采取,采纳"
280,"所长,益处,甜头,长处,便宜,利益,优点,好处"
283,"诞生,降生,出世,身世,出身,出生"
286,"戳穿,揭示,泄露,泄漏,揭发,揭露,宣泄,揭破,走漏,展示,展现,透露,暴露,显露,败露,揭穿"
289,"除外,以外"
292,"劝诫,警告,劝告,规劝,告诫"
295,"威迫,恫吓,恐吓,绑架,威胁,打单,挟持,要挟,威逼,钳制,吓唬,勒迫,威吓,胁迫,勒索,敲诈,胁制,挟制,劫持"
298,"失去,失踪,失落,失散,遗失,落空"
301,"职业,就业,职司,管事,事业,作事,职责,办事,上班,处事,任务,干事,职分,使命,做事,工作,劳动"
304,"老夫,老汉"
307,"成果,终究,结局,完毕,结束,结尾,后果,终归,结果,究竟,毕竟,收场,末端,终于,恶果,到底,完成,了局,真相,终局,效果,事实,末尾"
310,"不料,不测,不虞,偶然,不意,意外"
313,"兔脱,逃逸,逃窜"
316,"凋零,腐烂,腐败,贪污,腐化,霉烂,腐臭,溃烂,式微,退步,凋落,陈腐,衰落,凋谢,腐朽,失败"
319,"咨询,鞫问,询查,鞫讯,审问,过堂,鞠问,询问,讯问"
322,"蓦然,骤然,忽然,猛然,猝然,陡然,忽地,突然,蓦地,赫然,倏地"
325,"险些,实在,委实,准确,几乎,的确,信得过,切当,凿凿,着实,真实,确切,简直,可靠,靠得住,切实,确实,确凿"
328,"出门,外出"
331,"典范,样板,榜样,样品,楷模,样本,范例,典型,规范,模范,表率"
334,"合法,正当"
337,"出处,来由,来源,起源,泉源,原因,来历,基础,源泉,滥觞,发源,根源,由来,本原"
340,"可疑,迷惑,困惑,纳闷,疑惑,疑虑,嫌疑,狐疑,疑忌,质疑,思疑,猜疑,疑心,怀疑,猜忌"
343,"似是而非,破绽百出,自相矛盾,张冠李戴,漏洞百出"
346,"盘货,清点,盘点"
349,"茅厕,厕所"
352,"面临,直面,面对,正视,濒临"
355,"找茬,扰攘,骚扰,搅扰,滋扰,对峙,叨光,扰乱,为难,作梗,打扰,侵扰,作对,干扰,纷扰,刁难,对立,干涉,骚动,干预,打搅"
358,"斟酌,讨论,纪念,惦记,琢磨,追究,思考,搜索,酌量,雕刻,缅怀,探寻,推求,探究,研讨,寻觅,猜测,商议,接头,牵挂,摸索,物色,商讨,思索,钻研,寻求,切磋,推测,咨询,找寻,接洽,忖量,砥砺,商榷,查究,考虑,挂念,商量,惦念,揣测,推敲,推想,探讨,商酌,磋议,探索,根究,磋商,钻探,查办,思忖,思虑,猜想,筹议,磨炼,考究,思量,筹商,寻找,揣摩,探求,研究,想念,推度,思念,追求,怀念,雕琢,怀想"
361,"快捷,矫捷,迅捷,敏捷,活跃,生动,灵便,灵活,迅速,活泼,活络,敏锐,飞速,伶俐,灵敏,矫健,急速,快速,火速,天真,灵动,灵巧,圆活,飞快"
364,"相片,像片,照片"
367,"亨衢,大路,通衢"
370,"劝告,告诫,劝说,奉劝"
373,"请安,致敬,存候,致意,安慰,慰劳,慰问,问候,寒暄,存问,问好,客套"
376,"劝阻,阻挡,拦截,阻拦,拦阻,劝止"
379,"老板,东家,东主,雇主,店主"
382,"密斯,女士,小姐,姑娘"
386,"警员,侦察,侦查,侦探,差人,警察,捕快,巡警,巡捕"
389,"善意,善心,好意,好心,美意"
392,"满身,浑身,全身,周身,混身"
395,"前列,前哨,前方,前线,火线,前面"
398,"纵使,即使,倘若,如若,倘使,纵然,尽管,如果,假如,假使,假若,若是,假设,要是"
401,"际遇,遭逢,遇到,遭遇,遭受,蒙受,境遇"
404,"今世,当代,现代"
407,"掳掠,侵掠,强抢,抢劫,劫夺,攫取,抢掠,抢夺,打劫,掠夺,夺取,洗劫,劫掠"
410,"戕害,侵害,残害,伤害,摧残,损害,损伤,侵略,蹂躏,损坏,毁伤,杀害"
413,"开始,着手,来源,首端,起头,入手,滥觞,起初,肇端,起原,开首,出手,肇基,起先,先河,初步,开端,起始,劈头,起源,动手,下手,脱手,肇始,起首,发轫,初阶,早先,起点,发端,先导,开头"
416,"构成,组成"
419,"花圃,花园"
422,"猛烈,强烈,激烈,热烈,剧烈"
425,"疑问,疑难,疑义"
428,"时兴,通行,流行,时尚,通畅,时髦,风行,大作,盛行"
431,"停工,歇工,收工,罢工,竣工"
434,"买通,打通"
437,"现实,实质,妄想,性子,心里,素质,本色,实际,性质,本质,幻想,内心,空想"
440,"知足,满意,如意,中意,舒服,合意,快意,对劲,得意,餍足,顺心,惬心,称心,写意,满足"
443,"不必,不用,不消,无须"
446,"民风,风气,习惯,风俗,民俗,习气,习俗,习性,风尚"
449,"查询,盘查,追问,查问,盘问,询问,究诘,盘诘"
452,"消耗,耗费,损耗,耗损,花费,消费,消磨,费用"
455,"招聘,雇用"
458,"惟独,独有,只有,惟有,唯独,仅仅,独一,唯一,只是"
461,"扩展,施行,实行,推行,奉行,执行,增加,履行,扩充,扩大,践诺,实施,引申,增添,推广,扩张,实践,推论"
464,"聚积,集会,聚拢,聚会,召集,集合,汇集,荟萃,会议,集结,凑集,聚合,相逢,齐集,会集,会合,纠合,纠集,汇合,相聚,调集,群集,集中,鸠集,蚁合,鸠合,聚集"
467,"目无余子,目空一切,旁若无人,不可一世,唯我独尊,妄自尊大,惟我独尊,自高自大,目中无人,目空四海,得意忘形"
470,"血忱,热诚,盛情,关怀,激情,热忱,密切,亲昵,豪情,体贴,热中,紧密,亲热,亲近,热情,热心,关心,亲切,亲密,关切"
473,"奖励,勉励,激勉,慰勉,劝勉,引发,鼓舞,嘉勉,激发,激励,策勉,鼓励"
476,"身材,肉体,身体,身段"
479,"依然故我,一成不变,独断独行,依然如故,专横跋扈,我行我素,刚愎自用,独断专行"
482,"遗憾,可惜,缺憾,怜惜,惋惜,怅然,痛惜"
485,"竭力,戮力,尽力,极力,致力,勉力,全力,努力,尽心,悉力"
488,"主理,掌握,主办,主持,主管"
491,"船主,船长"
494,"启航,启碇,解缆,起程,启程,开航,开赴,动身,出发,开拔"
497,"火器,军器,兵器,军火,武器,军械,刀兵"
500,"谍报,情报"
503,"陈迹,印迹,影迹,影踪,踪影,足迹,脚印,痕迹,萍踪,踪迹,行踪,脚迹"
506,"辩论,谈论,讨论,冲突,计算,冲破,争辩,打破,介意,争持,计较,争辨,龃龉,争执,申辩,辩说,争论,突破,较量"
509,"皮毛,外相"
514,"就地,即将,当场,马上"
517,"中选,当选,入选,膺选"
520,"执政,在朝"
523,"太过,太甚,过度,过分"
526,"登场,登台,上台"
529,"停车,泊车"
532,"提前,提早"
535,"对不起,陪罪,抱歉,歉仄,羞愧,惭愧,道歉,抱愧,告罪,内疚,愧疚"
538,"清洁,洁白,雪白,洁净,干净,清白,纯洁,皎洁,明净,纯净,皎皎"
541,"发迹,起身,发达,起家"
544,"有目共睹,光天化日,公共场所,众目昭彰,稠人广众,众目睽睽,青天白日,大庭广众"
547,"叫苦不迭,长吁短叹,唉声叹气,无精打采,叫苦连天,垂头丧气"
550,"安排,安插,操纵,休眠,睡觉,左右,就寝,安置,睡眠,摆布,支配,安装,装置,装配,寝息,放置,安顿,安放,安设"
553,"食品,食物"
556,"洗浴,陶醉,洗沐,洗澡,沐浴,冲凉"
559,"都市,都邑,都会,城市"
562,"起诉,罢免,告状,弹劾"
565,"摔倒,颠仆,跌倒"
568,"蛮横无理,无理取闹,寻事生非,飞扬跋扈,强词夺理,无事生非,蛮不讲理"
571,"毁灭,抛弃,熄灭,消灭,放弃,废弃,扑灭,灭火,湮灭,销毁,烧毁,消亡,灭亡,歼灭"
574,"死罪,死刑,极刑"
577,"交替,交流,交换,换取,瓜代,互换,调换"
580,"义务,职守,包袱,累赘,负担,使命,职责,责任,仔肩,任务"
583,"卒业,毕业,结业"
586,"活该,该死"
589,"树大招风,过街老鼠,千夫所指,众矢之的"
592,"伟人,贤人,至人,巨人,圣人"
595,"如同,貌似,宛若,犹如,恰似,相仿,相似,宛如,类似,彷佛,形似,好似,仿佛,好像,相像,近似,似乎"
598,"截留,拘禁,拘押,囚系,囚禁,拘留,禁锢,拘系,拘捕,羁系,扣押,逮捕,幽囚,扣留,监管,监禁"
601,"权威,巨子,巨头,巨擘"
604,"可恨,可憎,可恶"
607,"暗影,阴影"
610,"丰盛,丰厚,雄厚,丰富,富厚,优越,优厚,丰硕,厚实,丰裕"
613,"正路,正式,正轨,正规,正途,正道"
616,"记着,记取,记住"
619,"依托,依赖,倚赖,凭借,依靠,仰赖,依附,仰仗"
622,"名贵,宝贵,珍奇,珍贵,腾贵,贵重,难得,可贵,珍稀,高贵,昂贵"
625,"寻觅,摸索,物色,寻找,搜索,征采,搜求,探索,探求,寻求,研究,索求,找寻,搜寻,追求,探寻,搜罗,查究"
628,"错误,怪诞,荒谬,荒诞,荒唐"
631,"感慨,感伤,感触,感喟,太息,嗟叹,欷歔,叹气,伤感,感叹,伤心,叹息,慨叹,伤痛,咨嗟,悲伤"
634,"三人成虎,以讹传讹,谬种流传"
637,"并且,况且,而且,何况"
641,"差错,谬误,罪过,过错,错误,偏差,不对,过失,愚见,误差,谬论"
644,"造就,教学,传授,教授,培养,哺养,训诫,教导,栽培,培育,哺育,训诲,教育,教诲,教训,养育,训导,培植"
647,"治绩,政绩"
650,"子孙,昆裔,后世,子息,子女,后裔,儿女,后代"
653,"作者,作家"
656,"假名,化名"
659,"回身,转身"
662,"肉痛,心痛"
665,"真诚,关怀,体谅,诚恳,关心,体贴,关切,关注,眷注,谅解,恳切"
668,"繁华,荣华,繁荣"
671,"腐烂,堕落,沉迷,迷恋,腐败,沉湎,失足,腐化,沉沦,出错,沦落,沉溺,腐朽"
674,"雕栏,栏杆"
677,"养病,养痾"
680,"地动,地震"
683,"追思,回忆,纪念,影像,记忆,追忆,追念,印象,回顾,影象,回想"
686,"谰言,流言,浮名,谎言,蜚语,坏话,蜚言,谣言,假话,谎话,浮言"
689,"年初,年代,年头,岁首,年月"
692,"援助,撑持,增援,支撑,支持,支柱,声援,救援"
695,"集会,聚集,会议,聚会"
698,"大地,地面"
701,"州里,乡镇"
704,"羞惭,惭愧,羞愧,自卑,汗颜,羞赧,内疚,愧疚"
707,"困难,艰苦,难题,凄苦,艰巨,辛苦,艰辛,难得,可贵,困苦,艰难"
710,"喜悦,欢娱,欢快,安逸,舒坦,忻悦,开心,畅快,欢悦,起劲,沸腾,欢欣,起兴,快乐,愉快,甜蜜,高兴,雀跃,欢腾,安适,得意,欣喜,幸福,美满,写意,称心,适意,兴奋,干脆,舒适,欢乐,舒畅,欣忭,怡悦,欢愉,舒服,欢跃,喜跃,欢畅,惬意,愉悦,乐意,欢喜,甘美,快活,甜美,愿意,痛快"
713,"密码,暗记,旗子,记号,暗码,旗帜,暗号,信号,旗号"
716,"过后,事后"
719,"向往,尊重,敬仰,酷爱,敬爱,参观,崇敬,佩服,钦佩,推崇,恭敬,垂青,瞻仰,尊敬,推重,热爱,看重,仰慕,敬重,爱戴,敬服,景仰,向慕,敬意,敬佩,尊崇,亲爱,崇拜"
722,"选举,推荐,推举,举荐,推选"
725,"特性,特质,性情,个性,性子,特征,特色,性格,特点"
728,"定义,界说"
731,"上级,上司"
734,"科技,科学"
737,"不言而喻,有目共睹,一目了然,一望而知,无庸赘述,不足齿数,一览无余,一清二楚,昭然若揭,不在话下,显而易见,了如指掌"
740,"西装,洋装,西服"
743,"开业,揭幕,营业,开张,开幕"
746,"刊登,登载"
749,"昌盛,富强,强大,蓬勃,茂盛,振兴,强盛,兴旺,兴盛,旺盛,繁荣,繁盛,强壮"
752,"酬酢,应酬,外交,社交,寒暄,交际"
755,"竭诚,诚恳,孔殷,急切,恳挚,迫切,忠厚,诚挚,紧急,老实,厚道,诚实,真诚,真挚,忠实,诚信,忠诚,宽厚,诚笃,敦厚,殷切,憨厚,恳切"
758,"投其所好,曲意奉迎,曲意逢迎"
761,"处死,正法"
764,"实在,准确,的确,真切,真正,凿凿,真实,逼真,确切,可靠,切实,确实,确凿"
767,"梦想,抱负,理想,志愿,欲望,希望,妄想,自愿,渴望,逸想,意向,愿望,期望,志向,盼望,妄图,志气,遐想,幻想,空想,心愿"
769,"准确,无误,正确,确切,精确"
772,"侨民,移民,外侨"
775,"身后,暗地,暗中,背地,背后"
778,"衰老,凋零,衰退,战败,病弱,败北,苍老,倒退,腐败,朽迈,年老,铩羽,虚弱,阑珊,让步,衰弱,没落,失利,退步,退让,失败,年迈"
781,"当事者,事主,本家儿,当事人"
784,"古板,守旧,传统,古代"
787,"分派,分拨,分配"
790,"一律,同等,相同,一概,一致,平等,一样"
793,"别开生面,标新立异,别树一帜,另起炉灶,别具一格,异军突起,独树一帜"
796,"利害,优劣,是非,瑕瑜,长短,短长"
799,"付之一笑,束之高阁,置之度外,不了了之,置若罔闻,无人问津,置之不理,一笑置之,付诸一笑,门可罗雀,漠然置之"
802,"文体,体裁"
805,"暴露无遗,图穷匕见,真相毕露,原形毕露,东窗事发,破绽百出,不打自招,水落石出,真相大白"
808,"驳斥,痛斥,反对,批判,批评,评论,褒贬,驳倒,反驳,挑剔,月旦,批驳,辩驳,回嘴,评述,指摘"
811,"减轻,减少,减弱,缩减,缩小,省略,简略,缩短,放松,删除,减缓,松开,削减,约略,不详,节略,减退,节减,裁减,收缩"
814,"政界,官场,宦海"
817,"挫折,凋零,败北,打击,腐败,朽败,腐化,让步,腐臭,衰弱,失利,盘曲,委曲,凋落,屈折,衰落,失败,原委,屈曲,腐烂,障碍,铩羽,弯曲,曲折,冤枉,宛延,退步,式微,波折,腐朽,凋谢,委屈"
820,"文件,文献"
823,"久而久之,日久天长"
826,"否认,否定"
829,"做生意,经商"
832,"顾问,照应,参谋,垂问,照看,护理,照管,照拂,帮衬,看护,照顾,照望,照料,关照,光顾"
835,"必恭必敬,毕恭毕敬"
838,"粗茶淡饭,家常便饭,粗衣粝食"
841,"妨害,堵塞,窒塞,壅闭,反对,伤害,停滞,停止,禁止,阻塞,阻滞,勾留,窒息,阻挡,阻止,遏制,阻挠,平息,阻拦,拦阻,停息,断绝,中止,阻截,阻碍,停歇,暂息,滞碍,障碍,雍塞,制止,搁浅,危害,停顿,中断,梗塞,妨碍,劝止,阻难,逗留,窒碍,淤塞,停留,休息,损害,故障,湮塞"
844,"遭灾,遇难,罹难,遭殃,糟糕,遭罪,遇害,倒霉"
847,"旅途,旅程,路程,行程"
850,"风平浪静,相安无事,长治久安,天下太平"
853,"恢复,规复,克复,复原,收复,复兴,光复"
856,"口吻,语气,口气"
859,"律师,讼师"
862,"近来,最近,比来,迩来"
865,"生养,生育"
868,"管帐,司帐,会计"
871,"获利,亏本,赚钱,赢利,盈利"
874,"反常,变态,畸形,失常,异常,异样"
877,"搁置,弃捐,弃置,搁浅"
880,"诊治,调整,休养,调治,调养,医治,疗养,调节,调剂,治疗,调理,调度,调动,医疗,保养,变动,诊疗,养息"
883,"心服,说服,压服,劝服,胜过,压倒,心折"
886,"村落,乡下,村子,墟落,乡村,乡间,屯子,农村,村庄"
889,"围剿,剿灭,清剿,剿除"
892,"改朝换代,取而代之"
895,"能否,可否"
896,"伏罪,服罪,认罪"
899,"观念,观点,概念"
902,"内省,自省"
905,"循规蹈矩,规行矩步,按部就班,循序渐进,安分守己"
908,"派别,流派,家数,宗派,门户"
911,"袖手旁观,事不关己,坐观成败,见死不救,置身事外,漫不经心,隔岸观火,漠不关心,漠然置之,置若罔闻,冷眼旁观,不闻不问,漠不相关"
914,"救急,应急,济急"
917,"简便,轻快,轻松,从容,轻便,轻易,轻盈,轻飘,轻巧"
920,"手舞足蹈,心花怒放,喜从天降,载歌载舞,大喜过望,如获至宝,喜出望外,欣喜若狂,欢喜若狂,欢欣鼓舞,喜气洋洋,精神焕发,欢天喜地,兴致勃勃,喜上眉梢,兴高采烈,欢呼雀跃"
923,"不时,频频,经常,一向,常常,往往,屡屡,时时,每每,时常,通常"
926,"浓郁,深厚,浓重,浓烈,稠密,浓厚,浓密"
929,"看守,看管,监视,监督"
932,"谢谢,答谢,申谢,报答,叩谢,感动,感激,道谢,称谢,致谢,感谢"
935,"独身,只身,单身,未婚,光棍,王老五"
938,"小偷,扒手,窃贼,翦绺,小窃"
941,"客人,来宾,宾客"
944,"轻微,柔和,弱小,细小,温柔,细微,微弱,轻柔,微小,温和"
947,"孕育,滋长,助长,生长"
950,"公判,公审"
953,"在世,活着"
956,"敌手,对手"
959,"惩戒,惩罚"
962,"责罚,惩处,惩办,处分,处罚,惩罚,惩治"
965,"随心所欲,为所欲为,胡作非为,胆大包天,横行霸道,专横跋扈,无法无天,恣意妄为,肆无忌惮,飞扬跋扈,作奸犯科,为非作歹,胆大妄为,惹是生非,无所顾忌"
968,"海外,外洋"
971,"特效,殊效"
974,"矢口抵赖,矢口否认"
977,"熙来攘往,纷至沓来,车水马龙,摩肩接踵,接踵而至,毂击肩摩,川流不息,接连不断,源源不断,水泄不通,络绎不绝,接二连三,接踵而来,门庭若市,熙熙攘攘,人山人海,肩摩毂击,连绵不断"
980,"伙计,店员"
983,"陌头,街头"
986,"项链,项圈"
989,"决议,决策,决定"
992,"关键,症结,要害,关节,枢纽,毛病,关头,环节"
995,"地痞,无赖,恶棍,混混,流氓,泼皮"
998,"高枕无忧,高枕而卧,麻痹大意,无忧无虑,无牵无挂"
1001,"倒塌,崩裂,崩塌,倾圮"
1004,"星期,礼拜"
1007,"有时,不常,无意,偶尔,偶合,碰巧,偶然,巧合,一时"
1010,"月底,月尾,月终"
1013,"温暖,和煦,温煦,暖和,温和"
1016,"前夕,前夜"
1019,"遥遥无期,长此以往,天长日久,久而久之,天荒地老,旷日持久,经年累月,长年累月,猴年马月"
1022,"地点,地方,所在,处所,住址,地址,位置,场所"
1024,"回首,概述,总结,概括,转头,回顾,回头,归纳"
1027,"方才,刚才,刚刚,适才"
1030,"支属,亲属"
1033,"打骂,吵架"
1036,"严明,严整,严正"
1039,"凶犯,凶手"
1042,"盲目,冲动"
1045,"军营,虎帐,兵营"
1048,"行驶,行进"
1051,"逐一,一一"
1054,"鄙俚,恶劣,卑鄙,下游,无耻,卑劣,低劣,下流,鄙俗"
1057,"始终如一,坚持不渝,锲而不舍,持之以恒,坚韧不拔,坚贞不屈,坚持不懈,孜孜不倦,不屈不挠,水滴石穿,百折不回,矢志不移,百折不挠,有始有终,坚定不移,始终不渝,全始全终,坚强不屈"
1060,"罢手,收手,歇手"
1063,"忠实,忠诚"
1066,"盲人,瞽者,瞎子"
1069,"放火,纵火"
1072,"妓院,娼寮,勾栏,北里,章台"
1075,"牌照,派司,执照"
1078,"尸体,尸首,尸身,遗体"
1081,"附属,从属,隶属"
1084,"归去,回去"
1087,"签名,出头,出面,署名,签字,具名"
1090,"徐行,闲步,漫步,安步,缓步,散步,信步,溜达"
